# Portuguese stem-changing classes, mined from the gold oracles.
abolir	u
acudir	uo
aderir	i
advertir	i
aferir	i
agredir	iw
animadvertir	i
ansiar	ei
auferir	i
cergir	i
cernir	i
cobrir	u
compelir	i
competir	i
conferir	i
consentir	i
consumir	uo
convergir	i
cuspir	uo
deferir	i
denegrir	iw
descobrir	u
desferir	i
desmentir	i
despir	i
diferir	i
digerir	i
discernir	i
dissentir	i
divergir	i
divertir	i
dormir	u
encobrir	u
engolir	u
expelir	i
ferir	i
fugir	uo
genuflectir	i
genufletir	i
gerir	i
impelir	i
inerir	i
inferir	i
ingerir	i
inserir	i
interferir	i
investir	i
mentir	i
odiar	ei
polir	u
preferir	i
premir	i
pressentir	i
preterir	i
prevenir	i
proferir	i
progredir	iw
recobrir	u
referir	i
reflectir	i
refletir	i
regredir	iw
repelir	i
repetir	i
repolir	u
ressentir	i
revestir	i
sacudir	uo
sentir	i
servir	i
sorrir	i
subir	uo
sugerir	i
sumir	uo
tossir	u
transferir	i
transgredir	iw
travestir	i
vestir	i
ajuizar	acc-i
arruinar	acc-i
coibir	acc-i
conseguir	i
desenraizar	acc-i
desseguir	i
enraizar	acc-i
extorquir	u
perseguir	i
proibir	acc-i
prosseguir	i
reunir	acc-u
seguir	i
coerir	i
concernir	i
acumpremir	i
acupremir	i
adormir	u
agraudar	acc-u
aguerrir	i
amarelir	i
anteferir	i
antessentir	i
asserir	i
assubir	uo
avergir	i
co-delinqüir	acc-i
codelinquir	i
cogerir	i
comediar	ei
confugir	uo
contra-impelir	i
contraimpelir	i
contrassugerir	i
decernir	i
deflectir	i
delinqüir	acc-i
desaborrir	u
desajuizar	acc-i
desconsentir	i
desengolir	u
desjuizar	acc-i
desprevenir	i
desremediar	ei
dessentir	i
desservir	i
dessorrir	i
dessumir	uo
desvestir	i
detergir	i
disferir	i
emboizar	acc-i
embuizar	acc-i
emolir	u
empedrenir	i
enjerir	i
enquerir	i
entressentir	i
entressorrir	i
enxerir	i
esfugir	uo
excelir	i
flectir	i
fremir	i
fretenir	i
hebraizar	acc-i
indeferir	i
inflectir	i
infletir	i
ingredir	i
inquerir	i
interserir	i
inxerir	i
lenir	i
malferir	i
persentir	i
promediar	ei
propelir	i
puitar	acc-i
reemergir	i
refugir	uo
reinserir	i
reinvestir	i
relinquir	i
ressequir	i
resservir	i
ressubir	uo
retroflectir	i
retrofletir	i
retrosseguir	i
revelir	i
revenir	i
sobrevestir	i
subseguir	i
subsumir	uo
subterfugir	uo
suquir	i
tossicar	u
transfugir	uo
transumir	uo
transvestir	i
trasvestir	i
zizaniar	ei
