# Italian class lists, mined from the gold oracles.
acconsentire	plain
aprire	plain
assentire	plain
bollire	plain
conseguire	plain
consentire	plain
coprire	plain
discoprire	plain
dissentire	plain
dormire	plain
fuggire	plain
inseguire	plain
investire	plain
offrire	plain
perseguire	plain
preavvertire	plain
premorire	plain
proseguire	plain
reinvestire	plain
riaprire	plain
ribollire	plain
riconvertire	plain
ricoprire	plain
rifuggire	plain
rinvestire	plain
riscoprire	plain
risentire	plain
rivestire	plain
scoprire	plain
seguire	plain
sentire	plain
servire	plain
sfuggire	plain
sobbollire	plain
soffrire	plain
sovvertire	plain
susseguire	plain
svestire	plain
travestire	plain
vestire	plain
avviare	ii
espiare	ii
inviare	ii
rinviare	ii
spiare	ii
